Airdrop_Amount,Wallet_Address
590318,0xcf4410610814d4200fbd2076e9227aef39158388
590318,0xcf258473c5102a3cf9b9bc50086431eb57851e54
590318,0xcf0a36dec06e90263288100c11cf69828338e826
590318,0x732422a4afde3dae61657f0731ac1101b061918b
590318,0xcee0b2d099fabeeca8e5eee8ff0c6ffd9babd26e
590318,0xe49f3fe36e9f0deb648a70805015aa899402fff8
590318,0xce6a7960b9580423aa3b4f16ee620c7582dae42d
590318,0xce31dc755ae546dec9d68e373c0f6906bebdf9eb
590318,0xcde3725b25d6d9bc78cf0941cc15fd9710c764b9
590318,0x3e4db2489cdc102db0da07a7ced836874d5fac35
590318,0x3a3ef3274583f6233df1b75129d26d06de9aabf3
590318,0xcdb5cb47035dacf0e205e0f7f42961235020ab32
590318,0xcd9691fe4da69d6a7732b99f8bfb9876de93bf76
590318,0xe4873b70b8d5911e83ccff39b42fc3fdf77fb2e8
590318,0xcd725a178259a93dbf24d73c53a67011ca055369
590318,0xcd486e43761f6ac70a032544f36ec2a883013ed9
590318,0xcd36f0ce7c60ae3ee3767c51c1579b68c38df155
590318,0xccc7d9a416a0cd7321074b60fd7a0a83b3f8c930
590318,0x72fd89d529e620772a61d9793fb1521a08f449c0
590318,0x39ef97d1563ba37b97c7dd439005442ab56997bf
590318,0xcbb31e6f094caec4bbe2d1ab7e254f3278bfcdd1
590318,0xcba7585877dd51fa274624593277bed55ba8e20a
590318,0x39cffb780937e9ff7a7e287a8625b4a431158ab3
590318,0xcb53ca9f562516958d0bbbf4a68578dfce631d51
590318,0xcb35420991cbca929c523f8872e3680b51d4fa18
590318,0xcafe9af82c377bb411d6558129dd4e38f8cc8877
590318,0xcabb6fe7a408b6c2f5f18812393f4988f60a1e7f
590318,0xcac19662ec88d23fa1c81ac0e8570b0cf2ff26b3
590318,0xca5f42eafe40182ed316e0913ce1ad603570cb6b
590318,0xe3ba40675e1f98b6ccced86e5a902cb3c745af53
590318,0x3aaed9a23613eefc57d9d7a88b7ce9a19cfd6b15
590318,0xca39063539e71e572f1d2762ebaa61c8dd6d07bc
590318,0xcff81fd7442fe3f27c950266c9958b223f2d926f
590318,0xcfcbe72ab7c222f101bc4fee73a1ee96e2c041c0
590318,0xcf5ab63a93dcbdd9bd46128cdeb7b4d8c760da67
590318,0x0d30ca8dc55d1b5ef9cba4fa504da8341e252cec
590318,0xcf145448ab3c6c026f1c99c3e397bd4673386377
590318,0xe3d18aeb415f40ebb9b2703524600f6322d2b50e
590318,0xe3e182bc39951f99af86d8cd0c42a4b7c4cd93f7
590318,0xced09ccfc82b091195bde04e6cd65374518e7b95
590318,0xce7a467c9b4d81616434fd5338cfdad5a3f8aa1d
590318,0xcde6838e9cca0edf8dbd1f2cd4d8db536e0948fe
590318,0xcdcb2b3ceb162caa85920f2fae8d7f987723f687
590318,0xcd27fb63fae2c2fe18ac09f06b1b72fd6ec6465d
590318,0xcccc882b5056d40570e7a0b736e20b08dd9eedff
590318,0xcc7c4e7c8d8722d98010db74fbf04c27e3d0f0ca
590318,0xcc71983dd924098cdc017bc462b4ca65fd4755ef
590318,0x3aeada63ef9c14651e289a21cee7a8e48af3ccd7
590318,0xcc2f25693d6e7459b0917c6d075f38ea1f5d5c96
590318,0xcc00296a2e01aaaaf0ce764a8e2dff99a21727b3
590318,0xcba0bec48d1ab190a2db94409f78bf3bb5c46a0f
590318,0xcb4b9e5846e79852ec89621aedb076d68a7f42bb
590318,0xcb034160f7b45e41e6015ecea09f31a66c144422
590318,0xcade1e68a994c5b1459ccd19150128ffef09ea3c
590318,0xca64e575083e0a8f9c73ffc214d78027d98fc51b
590318,0xca422514c83e831b093aac274e25e980ffeed692
590318,0xca148c08f61d3518f99ce3c9841b20c91d5e9528
590318,0xc9b541e1afdc0dd8eb5ece50cae7475223167f34
590318,0xc9a7deba61d73cd0c1bb516c3ca8ea49facd96cb
590318,0xc9a900b5c828ac2d30bca757ab3d5a5dd9e74a73
590318,0x71b95b16f04d2e27cd3dcaffd9b48e73af45dc69
590318,0x047cb070ba6bd4445c635f9294566c1b2b08a252
590318,0x3d8934436db485b5d07ecdbfe88bb206c30fccf5
590318,0xe17a0f0ff5cfccf7f74e3978e25d638cb9e8cca3
590318,0xdf9b0d723776972c5cae27fdb4f3ea827a5cf283
590318,0x7dcdcd66112a429b9fab8875abc37e8fa405d524
590318,0x395addfe4fde5e4768b7eda2096677fbb846f134
590318,0x3da46ec16eda1053fdeb548503c42a4d8770b2bb
590318,0x1dce25415d54e6bc694aafa6cd5e650d28bb786a
590318,0xe2de1a1395fcc3b20d8cff07fdfc41ebd0b03f98
590318,0xc960496f988771cdbdd5470d68fe06415e89f637
590318,0xed2d3a0b0f44430edfaf97010efc5e5d728015f4
590318,0xc9539b3be5a5800ac58d5b18c8531fc129b794b8
590318,0x1f41d663b8428986f0d0a2147b903c37419de265
590318,0x3d9fe5cb537a6f8253dc000fb1a522c95db594c5
590318,0xc9287e9b7b872f91cdf1e1ff7e50884f561c7e3a
590318,0x04c2dd3d133925d01407fac19bd8ecb8e555735a
590318,0xe29daafd53648c89dbc2c24dd68ffa236f07c7fd
590318,0x1e6ec0adb8d5b769c7b94ee74b1011cf60a54008
590318,0x04cd9cc35601bb748cbc98b549545f44068cddeb
590318,0x04d2960c169694fecc441651bd0995385338338f
590318,0xe29a293809b4f212fa6a880df7d9773926f40ac4
590318,0x04d6f21dd797647e752d0a81850940df7f409adf
590318,0xc908ebd8d0c40546e8e3ca3f3a80dbc1e8fa01e5
590318,0x7173b4400cbf0221cd3a2bbf6d98c03431f4135e
590318,0xe27f4ce5195c9f72fe878b80b07376ed8648c668
590318,0xc8e12b65cc4a406b65e7f4481f2e74c27360bba4
590318,0x04a7d374ab8c637d71c2611ad7f1573bad7cace8
590318,0xc8c04b92a6aa653aaf72ab65d626aa70b0700b3c
590318,0x04b9eda8336a02400c6d5da2830910088ab14aaa
590318,0x1f3ab7468f3e51646b3aebba26c6fb6302a02d55
590318,0xecb4674d0ee9984eea43810c2ef039d3b38fe7b3
590318,0xc8e2806a97413b5496a1ba6050b517cc98d0efca
590318,0xe25b601e2b7d2bce0ab19b587ab2a619e5043a7e
590318,0xc884a39777de1ce03a176d098fd809ecdf67b36d
590318,0xc873b7321e79597dd75a371cc9de7c55cac128cd
590318,0xc86997cfa6b5fe8c5de73448c00e61b67a072ee9
590318,0xec7836bdcc7481d3450e3f22fd9a3ae928d753bf
590318,0xc861ded78eef63deea563f9b938273e2a8c41e6e
590318,0xc851ce33c950642ac25d8c8530a289cbb0479341
590318,0x393da378ac393d5de0714ee11aa5fe44c425dd6b
590318,0x0d1331af19df0110826aaec6f6ef7debf85bf107
590318,0xc840d0a9bb73e1c76915c013804b7b6cb67462ec
590318,0x050fd0e5d63c5f75f98edf34ca7b48299802a92e
590318,0xec532fbeee1ed797761d82d934693c78aeb32c63
590318,0x1ce6e8a1ae0ddb51cbb407510abbb57207c6b5aa
590318,0xc8290c454f681959d6f6ca614f3f6069e6d4fcfd
590318,0xc81f7b9bbd22a92a1e8c6512ff18e7606c0d097d
590318,0xc7f95277612f88b5014b1cfff426658d920577c4
